,Type,Repository,Repository City,Rep. Nat.,"Repository, City",,Lib_Latitude,Lib_Longitude,Shelfmark,Date_Start,Date_End,Date_Quality,Provenance,Prov_Latitude,Prov_Longitude,Length,Width,Number Pieces,Orientation,Complete?,Language_1,Language_2,Contents,Description,Bibliography,Editor Initials,Online Images,Online bib/record,
132,GB Roy. Gen.,Parker Library at Corpus Christi College,Cambridge,GB,"Parker Library at Corpus Christi College, Cambridge GB",,,,Unknown,1467,1469,,Unknown Provenance,,,41.5,23.5,,,,Unknown Language,,Genealogy of kings of England. Text is Lyell A.,Roll now in the form of a  codex.,"De la Mare, Albinia Catherine. Catalogue of the Collection of Medieval Manuscripts Bequeathed to the Bodleian Library, Oxford by James P. R. Lyell. Oxford: Clarendon P., 1971. 80-82",,,,
131,GB Roy. Gen.,Parker Library at Corpus Christi College,Cambridge,GB,"Parker Library at Corpus Christi College, Cambridge GB",,,,MS 98A,1475,1500,ca.,Unknown Provenance,,,Unknown,31.1,10,V,,Latin,,Genealogical Roll (Creation to temp. Henry VI).,,"James, Montague Rhodes. A Descriptive Catalogue of the Manuscripts in the Library of Corpus Christi College, Cambridge. Cambridge: Cambridge University Press, 1912.",SDP (added bibliography),http://parkerweb.stanford.edu/parker/actions/thumbnails.do?ms_no=98A,http://parkerweb.stanford.edu/parker/actions/thumbnails.do?ms_no=98A,
130,GB Roy. Gen.,Parker Library at Corpus Christi College,Cambridge,GB,"Parker Library at Corpus Christi College, Cambridge GB",,,,MS 98,1470,1470,ca.,Unknown Provenance,,,1190,42.7,16,V,N,Anglo-Norman,Latin,Adam and Eve Roll.,Opisthographic.,"Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, C1.; Tyson, Diana B. “The Adam and Eve Roll: Corpus Christi College Cambridge MS 98.” Scriptorium, no. 52 (1998): 301–16.",,http://parkerweb.stanford.edu/parker/actions/thumbnails.do?ms_no=98,http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=98,
629,Chronicles,Parker Library at Corpus Christi College,Cambridge,GB,"Parker Library at Corpus Christi College, Cambridge GB",,,,MS 545,1500,1600,,Unknown Provenance,,,142,30,,V,,Latin,,Biblical Genealogical History (Old Testament). ,Written in colored capitals.,"Vaughan, Richard, and John Fines. “A Handlist of Manuscripts in the Library of Corpus Christi College, Cambridge, Not Described by M.R. James.” In Transactions of the Cambridge Bibliographic Society, III:113–23. Cambridge, 1960, 115.",SDP,http://dms.stanford.edu/catalog/CCC545_keywords,http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=545,
129,GB Roy. Gen.,Parker Library at Corpus Christi College,Cambridge,GB,"Parker Library at Corpus Christi College, Cambridge GB",,,,MS 546,1527,1527,,England,,,528,15,,V,,English,,Genealogy from Adam to King Harold.,,"Vaughan, Richard, and John Fines. “A Handlist of Manuscripts in the Library of Corpus Christi College, Cambridge, Not Described by M.R. James.” In Transactions of the Cambridge Bibliographic Society, III:113–23. Cambridge, 1960, 115.",SDP,http://parkerweb.stanford.edu/parker/actions/thumbnails.do?ms_no=546,http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=546,
128,GB Roy. Gen.,Parker Library at Corpus Christi College,Cambridge,GB,"Parker Library at Corpus Christi College, Cambridge GB",,,,MS 116,1475,1500,ca,Unknown Provenance,,,Unknown,24.1,11,V,,Latin,,Creation to time of Edward IV.,,"Vaughan, Richard, and John Fines. “A Handlist of Manuscripts in the Library of Corpus Christi College, Cambridge.” In Transactions of the Cambridge Bibliographic Society, Vol. III. Cambridge, 1960, 272.",SDP,http://parkerweb.stanford.edu/parker/actions/thumbnails.do?ms_no=116,http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=116,
66,Chronicles,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,075104 B2 024 B,1521,1521,,France,,,52,Unknown,1,,,French,,History of France from creation to 1500.,Written on vellum.,Unknown Bibliography,ADM,,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=163610,
628,Heraldic Roll,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,MS W 43,1628,1628,,England,,,365.5,15,5,,,English,,"Heraldic scroll. Written and illuminated in England in 1628. Entitled: A Trew and Perfecte Roule of all Nobilitie of England...since the tyme of William the Conquerer, as those that are of later Creations...in ANNO 1628.",,Unknown Bibliography,SDP,,,
49,Arma Christi,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,MS 486,1475,1499,ca,England,,,206.2,15.5,3,,,Middle English,Latin,Prayers for a lady from the Lancaster-Fleming family.,,"Bühler, Curt F. “A Middle English Prayer Roll.” Modern Language Notes 52, no. 8 (1937): 555–62.; Stork, Hans-Walter. “Spätmittelalterliche Gebetsbücher in Rollenform in Überlieferung Und Bild.” Gutenberg Jahrschrift 20 (2010): 43–78.",ECI,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?DB=Local&Search_Arg=%22ms+m.486%22+ica&Search_Code=GKEY^&CNT=50&HIST=1,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=333883,
525,Trees of Christ,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,M 367,1250,1299,,"France, Picardy",,,515,18,7,,,Latin,French,"Peter of Poitiers, Compendium historiae in Genealogia Christi.",,"Bühler, Curt F. “Prayers and Charms in Certain Middle English Scrolls.” Speculum 39, no. 2 (1964): 270–78. Cahn, Walter. “The Allegorical Menorah.” In Tributes in Honor of James H. Marrow: Studies in Painting and Manuscript Illumination of the Late Middle Ages and Northern Renaissance, edited by Jeffrey F. Hamburger and A. S. Korteweg, 117–26. London: Harvey Miller, 2006.",ECI,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?DB=Local&Search_Arg=%22ms+m.367%22+ica&Search_Code=GKEY^&CNT=50&HIST=1,http://corsair.morganlibrary.org/msdescr/BBM0367a.pdf,
526,Trees of Christ,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,M 628,1250,1299,,"England, Ramsey Abbey",,,535,27,8,V,,Latin,,"Peter of Poitiers, Compendium historiae in Genealogia Christi.",,"Bühler, Curt F. “Prayers and Charms in Certain Middle English Scrolls.” Speculum 39, no. 2 (1964): 270–78. Cahn, Walter. “The Allegorical Menorah.” In Tributes in Honor of James H. Marrow: Studies in Painting and Manuscript Illumination of the Late Middle Ages and Northern Renaissance, edited by Jeffrey F. Hamburger and A. S. Korteweg, 117–26. London: Harvey Miller, 2006.",,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?DB=Local&Search_Arg=%22ms+m.628%22+ica&Search_Code=GKEY^&CNT=50&HIST=1,http://corsair.morganlibrary.org/msdescr/BBM0628a.pdf,
484,Recipes,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,MS B 36,1400,1500,,England,,,29.8,604.5,8,,,Middle English,,Scroll of recipes.,Written on vellum.,"Bühler, Curt F. “Prayers and Charms in Certain Middle English Scrolls.” Speculum 39, no. 2 (1964): 270–78. n. 5. ",ECI,http://www.themorgan.org/exhibitions/exhibition.asp?id=77,,
48,Arma Christi,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,G 39,1475,1500,ca,"England, Yorkshire, Coverham Abbey",,,586.4,18.5,9,V,,Latin,Middle English,“Arma Christi.”,Illustrated.,"Bühler, Curt F. “Prayers and Charms in Certain Middle English Scrolls.” Speculum 39, no. 2 (1964): 270–78. p. 272n24.; Plummer, John. The Glazier Collection of Illuminated Manuscripts. New York: Pierpont Morgan Library, 1968. p. 38, no. 50 and pl. 45.; Stork, Hans-Walter. “Spätmittelalterliche Gebetsbücher in Rollenform in Überlieferung Und Bild.” Gutenberg Jahrschrift 20 (2010): 43–78.",,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?DB=Local&Search_Arg=%22ms+g.39%22+ica&Search_Code=GKEY^&CNT=50&HIST=1,"http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?v1=6&ti=1,6&Search_Arg=G%2E39&Search_Code=GKEY%5E&CNT=50&PID=9upkznP9tVkpLb8fDwgGSqTV&SEQ=20140715155031&SID=2",
56,Calendar,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,W 14 C ,1531,1531,ca,England,,,73,13.7,1,V,,Latin,,English calendar in xylography on both sides.,Opisthographic.,"Bühler, Curt F. “Prayers and Charms in Certain Middle English Scrolls.” Speculum 39, no. 2 (1964): 270–78. p.270-78",ECI,,,
67,Chronicles,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,"MS M.0941, fol. 001r",1433,1433,,England,,,156.1,13.2,3,V,,Middle English,,Almanac and calendar written and decorated in England in 1433.,"Three vellum pieces comprising thirty eight sections when folded, previously in roll form.","Buhler, Curt F., ""Thunder Books Again,"" Res Publica Litterarum, Studies in the Classical Tradition, I (1978), p. 1-5.",,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=145540,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=145540,
627,Calendar,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,MS M 941,1433,1433,,England,,,13.2,156.1,,H,3,Middle English,,Almanac and calendar; written and decorated in England in 1433. Calendar for November and December. ,,"Bühler, Curt F., “Thunder Books Again.” Res Publica Litterarum. Studies in the Classical Tradition I (1978): 1–5.",SDP,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?DB=Local&Search_Arg=%22ms+m.941%22+ica&Search_Code=GKEY^&CNT=50&HIST=1,"http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?v1=32&ti=1,32&SC=Subject&SA=Scrolls%20%28information%20artifacts%29&PID=2d0E19GJ7g3iMXu6QU7iI4ZuDB&SEQ=20150608110607&SID=2",
586,Chronicles,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,M. 1157,1470,1475,ca,"France, Northern",,,63,173.7,20,,,Middle French,,"Genealogical and chronical roll, possibly executed for Louis XI of France.",,"Davis, Lisa Fagin. The First and Second Recensions of the Chronique Anonyme Universelle: Houghton MS Typ 41 and MS Fr 49. Cambridge, MA: Harvard University, 2009.",ECI,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?DB=Local&Search_Arg=%22ms+m.1157%22+ica&Search_Code=GKEY^&CNT=50&HIST=1,"http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?v1=1&ti=1,1&SC=Author&SA=Pierpont%20Morgan%20Library%2E%20Manuscript%2E%20G%2E73%2E&PID=QAL7-7U3_ptHsaLpX7EIz-Cg&SEQ=20140714154743&SID=2",
686,Mortuary Roll,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,E 12 A (30780. 1-8),1405,1405,,"England, York",,,41.5,25-25.5,2,,N,Latin,,"Fragmentary mortuary roll of Thomas Pygot, abbot of St. Mary of York.",Opisthographic.,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 3. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009, no. 303.",LBB,,,
398,Mortuary Roll,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,MS 30780,1405,1405,,Unknown Provenance,,,Unknown,Unknown,2,,N,Unknown Language,,"Roll of Thomas Pigott, Abbot of St. Mary’s York.",,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 3. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009., p. 192. #303.; Goldschmidt, E.P. “An Obituary Rotulus from York, 1405.” In Studies in Art and Literature, edited by Miner, 379–83, 331.",KWS (biblio.),,http://www.monasticarchives.org.uk/databrowse/monarc/archive/objects/1897/,
47,Arma Christi,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,MS B 54,1400,1500,,England,,,76.5,20.2,1,,,Middle English,Latin,“Arma Christi.”,Fourteen miniatures.,"Edsall, Mary Agnes. “Arma Christi Rolls or Textual Amulets?: The Narrow Roll Format Manuscripts of ‘O Vernicle.’” Magic, Ritual, and Witchcraft 9, no. 2 (2014): 178–209.; Ryskamp, Charles, ed. Twenty-First Report to the Fellows of the Pierpont Morgan Library. New York: The Pierpont Morgan Library, 1989, 41.",,"http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?v1=6&ti=1,6&Search_Arg=B%2E54&Search_Code=GKEY%5E&CNT=50&PID=SX7LzgbcLPYzxjkn7wJMY3r&SEQ=20140715144846&SID=1","http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?v1=6&ti=1,6&Search_Arg=B%2E54&Search_Code=GKEY%5E&CNT=50&PID=SX7LzgbcLPYzxjkn7wJMY3r&SEQ=20140715144846&SID=1",
527,Trees of Christ,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,M 689,1300,1325,,"Italy, Lombardy",,,355,20,8,,Y,Latin,,,"Compressed textura script. Decoration: Eight miniatures, six enclosed in circular frames. genealogical diagrams.","Moore, Philip S. The Works of Peter of Poitiers, Master in Theology and Chancellor of Paris (1193-1205). Notre Dame, IN: The University of Notre Dame, 1936.",ECI,,http://corsair.morganlibrary.org/msdescr/BBM0689a.pdf,
192,GB Roy. Gen.,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,MS B 30,1465,1469,,England,,,33.8,22,66,V,N,Middle English,,Genealogical chronicle roll of the kings of England to Edward IV (MS B.30).,,"Ryskamp, Charles, ed. Twenty-First Report to the Fellows of the Pierpont Morgan Library. New York: The Pierpont Morgan Library, 1989, 37.",ECI,"http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?v1=2&ti=1,2&Search_Arg=b%2E30&Search_Code=GKEY%5E&CNT=50&PID=uqfEfYjBEd0mCkajFjBNyxxsR&SEQ=20140628143252&SID=4",http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=77156,
15,Amulets,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,MS M 779,1445,1455,ca,Belgium,,,392.5,10.1,6,,,French,Latin,Legend of St. Margaret of Antioch in Verse.,,"Skemer, Don C. “Amulet Rolls and Female Devotion in the Late Middle Ages.” Scriptorium 55 (2001): 197–227.",ECI,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=338111,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=143964,
14,Amulets,Pierpont Morgan Library,"New York, NY",US,"Pierpont Morgan Library, New York NY US",,,,M 1092,1491,1491,,"France, Paris",,,397,9.8,6,,,French,,French life of St. Margaret,One rubbed illustration.,"Stork, Hans-Walter. “Spätmittelalterliche Gebetsbücher in Rollenform in Überlieferung Und Bild.” Gutenberg Jahrschrift 20 (2010): 43–78.",,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=343690,http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi?BBID=160675,
597,Chronicles,Princeton University Library,"Princeton, NJ",US,"Princeton University Library, Princeton NJ US",,,,Scheide MS 34,1344,1400,,Italy,,,1100,45,,V,,Latin,,World Chronicle copied from one created by Johannes de Utino in 1344.,,"De Ricci, Seymour, and W.J. Wilson. Census of Medieval and Renaissance Manuscripts in the United States and Canada. Vol. II. New York: H. W. Wilson, 1937. 2126.",SDP,,https://blogs.princeton.edu/manuscripts/files/2013/10/Checklist-Mss-PUL.pdf,
324,Med-Alch,Princeton University Library,"Princeton, NJ",US,"Princeton University Library, Princeton NJ US",,,,Princeton MS 93,1575,1600,,England,,,537,52.5,5,,,Latin,English,"Ripley Scroll. Includes and expanded version of Richard Carpenter, ""On Preparing the Philosopher's Stone"" in 48 rhyming couplets as well as text from Ripley.",On Vellum. Mounted as five separate panels. Copied by a scribe with limited understanding of Middle English.,"Hanford, J., ""Sixteenth-century Scroll of alchemical emblems,"" Princeton University Library Chronicle XIX (1958) 201-202.; pls. IV, V (bound in between pgs. 156 and 157); McCallum, R. Ian. “Alchemical Scrolls Associated with George Ripley.” In Mystical Metal of Gold, edited by Stanton J. Linden, 161–88. New York: AMS Press, 2007. p.171; Skemer, Medieval and Renaissance Manuscripts in the Princeton University Library, p. 309.",SDP,http://ica.princeton.edu.ezp-prod1.hul.harvard.edu/images/princeton/p93.001r.jpg,http://ica1.princeton.edu.ezp-prod1.hul.harvard.edu/F/D9EP8A8MJL4K9DSF9Q8RBFR9RTU3N56A82GNNF9KQG7AH72NB7-05948?func=full-set-set&set_number=001861&set_entry=000022&format=999,
482,Prayer Roll,Princeton University Library,"Princeton, NJ",US,"Princeton University Library, Princeton NJ US",,,,Princeton MS 126,1450,1500,ca,Flemish? English? ,,,80,12.1,1,,Y,Latin,English,Prayer Roll. Includes Prayer to the Holy name of Jesus.,,"Krochalis, J. “God and Mammon: Prayers and Rents in Princeton MS. 126.” The Princeton University Library Chronicle 44 (1983): 209–21.",KWS,http://ica.princeton.edu/images/princeton/p126.001r.jpg,http://ica1.princeton.edu.ezp-prod1.hul.harvard.edu/F/D9EP8A8MJL4K9DSF9Q8RBFR9RTU3N56A82GNNF9KQG7AH72NB7-06873?func=full-set-set&set_number=001878&set_entry=000026&format=999,
221,GB Roy. Gen.,Princeton University Library,"Princeton, NJ",US,"Princeton University Library, Princeton NJ US",,,,Princeton MS 57,1300,1399,ca,England,,,320,22.9,3,,,Latin,,"Genealogical Roll of English Kings from Alfred to Henry III. Preceded by five principal political divisions of England and a circular map. On back, Prophecie Merlini.",,"Robinson, Chalfant, and Frank Jewett Mather Jr. “Two Manuscript Rolls.” Record of the Museum of Historic Art, Princeton University 5, no. 1 (1946): 6–9. pp. 140, 142",EAM,http://ica.princeton.edu/images/princeton/p57.001v.jpg,http://ica1.princeton.edu.ezp-prod1.hul.harvard.edu/F/D9EP8A8MJL4K9DSF9Q8RBFR9RTU3N56A82GNNF9KQG7AH72NB7-05648?func=full-set-set&set_number=001861&set_entry=000025&format=999,
490,Statute Roll,Princeton University Library,"Princeton, NJ",US,"Princeton University Library, Princeton NJ US",,,,Scheide MS 7111,1298,1298,ca,England,,,107.5,17.4,2,,,Unknown Language,,Shrewsbury abbey.,,"Skemer, Don C. “From Archives to the Book Trade: Private Statute Rolls in England, 1285-1307.” Journal of the Society of Archivists 16 (1995): 193–206.",,,,
83,Chronicles,Princeton University Library,"Princeton, NJ",US,"Princeton University Library, Princeton NJ US",,,,Garrett MS 119,1350,1350,ca,England,,,400,15,2,,,French,,Chronicle roll containing the story of King Engle and Scardyng (or Scarthe).,"Length is estimated of original roll. Survives as partially palimpsested flyleaves in Garrett MS 119, an English monastic script. Text written on the face (flesh side) of the roll and illustrated with tinted medallion portraits of enthroned kings. Written by a single scribe in an Anglicana book hand of the mid-fourteenth century.","Skemer, Don C. “The Story of Engle and Scardying: Fragment of an Anglo-Norman Chronicle Roll.” Viator 40, no. 2 (December 2009): 255–75.",ALN,,,
